Date,Open,High,Low,Adjusted Close,Volume,Daily Return
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601300,
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391200,-0.0021563644991080544
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600,0.004827751926291368
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,39960300,0.02960557069401948
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201800,-0.004666405131336759
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,49151500,0.001562738141786646
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,66034600,-0.0005795768544758495
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,57345900,0.020965350881372302
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,43234300,0.02595247428646097
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,62631300,-0.0017886611644400974
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,53046500,-0.016467579824495315
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,64710600,-0.012882736394582484
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,62627700,0.023772853316354148
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,48076100,-0.018456533310209577
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,59085900,-0.0037606497249708104
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,60412400,-0.006496404787758037
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,37369800,-0.021162823025684285
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,58046200,-0.00577747127811068
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,60402900,-0.015980406792505897
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,82542700,-0.028281452746539815
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,49772700,0.016522699966790233
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,66213200,-0.003970135821036114
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,56713900,-0.019601372453839416
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,80727000,-0.004448308709953275
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,246421400,-0.0031228687344596606
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,86172500,0.010554663476016524
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,79943300,0.02198588692951642
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,93728300,0.011106467671752496
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,70122700,-0.019291977251608028
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,97862700,0.00823568146623388
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,198134300,-0.005461156361773134
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,172373300,-0.027784358305888435
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,97262100,-0.06772869511310653
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,53103900,0.01952156362769819
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,41181800,-0.012240355881864451
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,54156800,0.007147261518844372
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,47471400,-0.007760193248396607
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,50080500,-0.0016465516551016357
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,75158300,-0.00917383286345097
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,49947900,-0.0049935329720010024
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,53068000,-0.005227664985612668
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,52280100,-0.0015764769748962681
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,36294600,-5.2685748384573294e-05
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,51005900,-0.016317459282252145
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,34648500,0.021511070786800923
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,42309400,0.007595663977954414
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,44361300,-0.0068105681092508474
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,41282900,-0.006124362489863255
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,52845200,-0.00015799641896219185
2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,70400000,-0.000632085543100902
2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,52393600,-0.012070464527658809
2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,72044800,-0.006135591641801108
2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,50759500,-0.017339466119311808
2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.32000732421875,48983000,0.006938018308045857
2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.4924774169922,45057100,-0.009914983911713637
2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.15292358398438,77305800,-0.001860645643118386
2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.46388244628906,78569700,-0.0037827618911514538
2024-05-03,186.64999389648438,187.0,182.66000366210938,183.13160705566406,163224100,0.00919039418143508
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,172.79562377929688,94214900,-0.0564401931624261
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.0706787109375,50383100,-0.021556941008627928
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.0992889404297,65934800,0.006083906667523342
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.26498413085938,68169400,0.018610866689386052
2024-04-26,169.8800048828125,171.33999633789062,169.17999267578125,169.0706787109375,44838400,-0.02420746142656327
2024-04-25,169.52999877929688,170.61000061035156,168.14999389648438,169.65988159179688,50558300,0.003484950112885965
2024-04-24,166.5399932861328,169.3000030517578,166.2100067138672,168.7910614013672,48251800,-0.005120952474316098
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.67391967773438,49537800,-0.012542972987168333
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.6153564453125,48116400,-0.006351103006808856
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,164.77650451660156,67772100,-0.0050650612764157055
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,166.81373596191406,43122900,0.012363603969443693
2024-04-17,169.61000061035156,170.64999389648438,168.0,167.77244567871094,50901200,0.005747186892425704
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.15057373046875,73711200,0.008214269310927058
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.45608520507812,73531800,0.019541828335010614
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.3108673095703,101593300,0.02235225332819213
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,174.8029022216797,91070300,-0.008552876580448676
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.552734375,49709300,-0.041476244127144124
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.44017028808594,42451200,0.011264727610243996
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.22183227539062,37425500,-0.007190372924105737
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.3502960205078,42055200,0.006708188407256399
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.59133911132812,53704400,-0.0044815800563334784
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.42019653320312,47691700,0.004916370118678959
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.61129760742188,49329500,-0.004774512970315947
2024-04-01,171.19000244140625,171.25,169.47999572753906,169.79969787597656,46240500,0.00704816513138784
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.2477264404297,65672700,0.008527863020762139
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.0752410888672,60273300,0.0106717600661006
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.48013305664062,57388400,-0.020771937162176846
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.61859130859375,54288300,0.00671735519332306
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.04664611816406,71106600,0.008369866370467438
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.13787841796875,106181300,-0.005282100643630994
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.42799377441406,53423100,0.04259790657589391
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,175.84149169921875,55215200,-0.014496055358137472
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.4846954345703,75604200,-0.01340295877766895
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.3861846923828,121664700,-0.006332032571725099
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,172.7656707763672,72913500,0.002201371790097717
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,170.89820861816406,52488700,-0.010809220082966697
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,172.99534606933594,59825400,0.012271266434731753
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.51600646972656,60139500,-0.002770823669541178
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.4987335205078,76114600,-0.011693250907548358
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,168.77108764648438,71765100,-0.010132895642979256
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,168.8909149169922,68587700,0.0007099988047645223
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,169.8895721435547,95132400,0.005913031065367447
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,174.86282348632812,81510100,0.02927343497322532
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.41665649414062,73488000,0.02604231658291023
2024-02-29,181.27000427246094,182.57000732421875,179.52999877929688,180.5051727294922,136682600,0.0060669742521208825
2024-02-28,182.50999450683594,183.1199951171875,180.1300048828125,181.17425537109375,48953900,0.0037067228128928598
2024-02-27,181.10000610351562,183.9199981689453,179.55999755859375,182.38262939453125,54318900,0.006669678431753034
2024-02-26,182.24000549316406,182.75999450683594,180.64999389648438,180.9146270751953,40867400,-0.008049024867167298
2024-02-23,185.00999450683594,185.0399932861328,182.22999572753906,182.2727813720703,45119700,0.007507155827209511
2024-02-22,183.47999572753906,184.9600067138672,182.4600067138672,184.12026977539062,52292200,0.0101358435933947
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210938,182.07305908203125,41529700,-0.011118877328698096
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.31407165527344,53665600,-0.0041685872175951655
2024-02-16,183.4199981689453,184.85000610351562,181.6699981689453,182.06304931640625,49701400,0.004130830300677513
2024-02-15,183.5500030517578,184.49000549316406,181.35000610351562,183.6109619140625,65434500,0.008502068945171581
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,183.9005584716797,54630500,0.0015772291294500196
2024-02-13,185.77000427246094,186.2100067138672,183.50999450683594,184.7893524169922,56529500,0.004833013845628731
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,186.89649963378906,41781900,0.011402968781674794
2024-02-09,188.64999389648438,189.99000549316406,188.0,188.59420776367188,45155200,0.00908368071745258
2024-02-08,189.38999938964844,189.5399932861328,187.35000610351562,187.82525634765625,40962000,-0.004077280130359018
2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,188.9123992919922,53439000,0.005788055160822925
2024-02-06,186.86000061035156,189.30999755859375,186.77000427246094,188.80267333984375,43490800,-0.0005808298055589578
2024-02-05,188.14999389648438,189.25,185.83999633789062,187.18692016601562,69668800,-0.008557893515203419
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.3617401123047,102518000,-0.00975057473082086
2024-02-01,183.99000549316406,186.9499969482422,183.82000732421875,186.3690948486328,64885400,0.005434534309603389
2024-01-31,187.0399932861328,187.10000610351562,184.35000610351562,183.91554260253906,55467800,-0.013165016700255494
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,187.5459747314453,55859400,0.01973967005470545
2024-01-29,192.00999450683594,192.1999969482422,189.5800018310547,191.22628784179688,47145600,0.019623524928335856
2024-01-26,194.27000427246094,194.75999450683594,191.94000244140625,191.9144744873047,44594000,0.0035988077438242616
2024-01-25,195.22000122070312,196.27000427246094,193.11000061035156,193.65988159179688,54822100,0.00909471320052857
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789062,193.98899841308594,53631300,0.0016994579289415501
2024-01-23,195.02000427246094,195.75,193.8300018310547,194.66722106933594,42355600,0.003496191339705579
2024-01-22,192.3000030517578,195.3300018310547,192.25999450683594,193.38059997558594,60133900,-0.006609336110529496
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.05673217773438,68741000,-0.012017067886566424
2024-01-18,186.08999633789062,189.13999938964844,185.8300018310547,188.1344451904297,78005800,-0.015295388725617753
2024-01-17,181.27000427246094,182.92999267578125,180.3000030517578,182.20005798339844,47317400,-0.0315433316904008
2024-01-16,182.16000366210938,184.25999450683594,180.92999267578125,183.14756774902344,65603000,0.00520038125186173
2024-01-12,186.05999755859375,186.74000549316406,185.19000244140625,185.43154907226562,40444700,0.012470716107854773
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.1024169921875,49128400,-0.001774951898556698
2024-01-10,184.35000610351562,186.39999389648438,183.9199981689453,185.70083618164062,46792900,0.00323290856584757
2024-01-09,183.9199981689453,185.14999389648438,182.72999572753906,184.65359497070312,42841800,-0.0056393995442926
2024-01-08,182.08999633789062,185.60000610351562,181.5,185.07249450683594,59144500,0.00226856962194133
2024-01-05,181.99000549316406,182.75999450683594,180.1699981689453,180.70399475097656,62303300,-0.023604262575593116
2024-01-04,182.14999389648438,183.08999633789062,180.8800048828125,181.43209838867188,71983600,0.004029261437737963
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,183.7659454345703,58414500,0.012863473809903159
2024-01-02,187.14999389648438,188.44000244140625,183.88999938964844,185.15228271484375,82488700,0.007544038026169764
2023-12-29,193.89999389648438,194.39999389648438,191.72999572753906,192.02418518066406,42628800,0.03711486763792071
2023-12-28,194.13999938964844,194.66000366210938,193.1699981689453,193.07142639160156,34049900,0.0054536943351808365
2023-12-27,192.49000549316406,193.5,191.08999633789062,192.64254760742188,48087700,-0.0022213477788775027
2023-12-26,193.61000061035156,193.88999938964844,192.8300018310547,192.54283142089844,28919300,-0.0005176228603799293
2023-12-22,195.17999267578125,195.41000366210938,192.97000122070312,193.0913848876953,37122800,0.0028489944951404222
2023-12-21,196.10000610351562,197.0800018310547,193.5,194.16851806640625,46482500,0.005578359590395099
2023-12-20,196.89999389648438,197.67999267578125,194.8300018310547,194.31814575195312,52242800,0.0007706073416891002
2023-12-19,196.16000366210938,196.9499969482422,195.88999938964844,196.422607421875,40714100,0.01082998019448067
2023-12-18,196.08999633789062,196.6300048828125,194.38999938964844,195.37535095214844,55751900,-0.005331649362933399
2023-12-15,197.52999877929688,198.39999389648438,197.0,197.0509490966797,128256700,0.0085763026726009
2023-12-14,198.02000427246094,199.6199951171875,196.16000366210938,197.5895233154297,66831600,0.002733172416671481
2023-12-13,195.08999633789062,198.0,194.85000610351562,197.43992614746094,70404200,-0.0007571108298588536
2023-12-12,193.0800018310547,194.72000122070312,191.72000122070312,194.19847106933594,52696900,-0.016417424486393273
2023-12-11,193.11000061035156,193.49000549316406,191.4199981689453,192.67247009277344,60943700,-0.007857945369804997
2023-12-08,194.1999969482422,195.99000549316406,193.6699981689453,195.19583129882812,53377300,0.013096635989768846
2023-12-07,193.6300048828125,195.0,193.58999633789062,193.75962829589844,47477700,-0.0073577544836548325
2023-12-06,194.4499969482422,194.75999450683594,192.11000061035156,191.81475830078125,41089700,-0.010037539874648727
2023-12-05,190.2100067138672,194.39999389648438,190.17999267578125,192.91184997558594,66628400,0.005719537352200765
2023-12-04,189.97999572753906,190.0500030517578,187.4499969482422,188.9323272705078,43389500,-0.02062871049954551
2023-12-01,190.3300018310547,191.55999755859375,189.22999572753906,190.73757934570312,45679300,0.00955501952088178
2023-11-30,189.83999633789062,190.32000732421875,188.19000244140625,189.45095825195312,48794400,-0.006745503944023845
2023-11-29,190.89999389648438,192.08999633789062,188.97000122070312,188.8724822998047,43014200,-0.003053433761887381
2023-11-28,189.77999877929688,191.0800018310547,189.39999389648438,189.8997802734375,38415400,0.005439108763351408
2023-11-27,189.9199981689453,190.6699981689453,188.89999389648438,189.2913818359375,40552600,-0.0032037869481679193
2023-11-24,190.8699951171875,190.89999389648438,189.25,189.47091674804688,24048300,0.0009484579296112905
2023-11-22,191.49000549316406,192.92999267578125,190.8300018310547,190.80738830566406,39617700,0.007053702914175508
2023-11-21,191.41000366210938,191.52000427246094,189.74000549316406,190.13916015625,38134500,-0.003502108358317879
2023-11-20,189.88999938964844,191.91000366210938,189.8800048828125,190.947021484375,46505100,0.004248789820366916
2023-11-17,190.25,190.3800048828125,188.57000732421875,189.191650390625,50922700,-0.009192974470636828
2023-11-16,189.57000732421875,190.9600067138672,188.64999389648438,189.21160888671875,54412900,0.00010549353553690466
2023-11-15,187.85000610351562,189.5,187.77999877929688,187.51605224609375,53790500,-0.008961166022535827
2023-11-14,187.6999969482422,188.11000061035156,186.3000030517578,186.9475555419922,60108400,-0.0030317228700798005
2023-11-13,185.82000732421875,186.02999877929688,184.2100067138672,184.3144989013672,43627500,-0.014084466806700613
2023-11-10,183.97000122070312,186.57000732421875,183.52999877929688,185.9102783203125,66133400,0.008657915836557617
2023-11-09,182.9600067138672,184.1199951171875,181.80999755859375,181.69140625,53763500,-0.022693054458471806
2023-11-08,182.35000610351562,183.4499969482422,181.58999633789062,182.1695098876953,49340300,0.002631404795433445
2023-11-07,179.17999267578125,182.44000244140625,178.97000122070312,181.1037139892578,70530000,-0.005850572354805905
2023-11-06,176.3800048828125,179.42999267578125,176.2100067138672,178.52392578125,63841300,-0.014244811170249339
2023-11-03,174.24000549316406,176.82000732421875,173.35000610351562,175.95408630371094,79763700,-0.014394930350612789
2023-11-02,175.52000427246094,177.77999877929688,175.4600067138672,176.87046813964844,77334800,0.005208073624137111
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.28465270996094,56934900,-0.020273680888639456
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.09725952148438,44846000,-0.018393972799261915
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,169.619140625,51131000,-0.002810855964578196
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,167.5572967529297,58499100,-0.012155726437906633
2023-10-26,170.3699951171875,171.3800048828125,165.6699981689453,166.23252868652344,70625300,-0.007906358553633641
2023-10-25,171.8800048828125,173.05999755859375,170.64999389648438,170.42596435546875,57157000,0.02522632424640059
2023-10-24,173.0500030517578,173.6699981689453,171.4499969482422,172.75672912597656,43816600,0.013676113139934332
2023-10-23,170.91000366210938,174.00999450683594,169.92999267578125,172.31846618652344,55980100,-0.002536879122859159
2023-10-20,175.30999755859375,175.4199981689453,172.63999938964844,172.19894409179688,64189300,-0.0006936116445999119
2023-10-19,176.0399932861328,177.83999633789062,175.19000244140625,174.76878356933594,59302900,0.014923665711731093
2023-10-18,175.5800018310547,177.5800018310547,175.11000061035156,175.1472930908203,54764400,0.002165773050278208
2023-10-17,176.64999389648438,178.4199981689453,174.8000030517578,176.45213317871094,57549400,0.007449958631184916
2023-10-16,176.75,179.0800018310547,176.50999450683594,178.01593017578125,52517000,0.008862443139106224
2023-10-13,181.4199981689453,181.92999267578125,178.13999938964844,178.14544677734375,51427100,0.0007275562441777517
2023-10-12,180.07000732421875,182.33999633789062,179.0399932861328,179.99810791015625,56743100,0.010399710833631781
2023-10-11,178.1999969482422,179.85000610351562,177.60000610351562,179.09169006347656,47551100,-0.005035707637171982
2023-10-10,178.10000610351562,179.72000122070312,177.9499969482422,177.68724060058594,43698000,-0.007842069402510199
2023-10-09,176.80999755859375,179.0500030517578,175.8000030517578,178.28488159179688,42390800,0.0033634434818781145
2023-10-06,173.8000030517578,177.99000549316406,173.17999267578125,176.79078674316406,57224100,-0.008380378836909563
2023-10-05,173.7899932861328,175.4499969482422,172.67999267578125,174.22096252441406,48527900,-0.014535962343350861
2023-10-04,171.08999633789062,174.2100067138672,170.97000122070312,172.9758758544922,53020300,-0.00714659505883164
2023-10-03,172.25999450683594,173.6300048828125,170.82000732421875,171.72084045410156,49594600,-0.007255551643781666
2023-10-02,171.22000122070312,174.3000030517578,170.92999267578125,173.0655059814453,52164500,0.00783053194817751
2023-09-29,172.02000427246094,173.07000732421875,170.33999633789062,170.53553771972656,51814200,-0.01461855872070772
2023-09-28,169.33999633789062,172.02999877929688,167.6199951171875,170.017578125,56294400,-0.0030372531242011114
2023-09-27,172.6199951171875,173.0399932861328,169.0500030517578,169.7585906982422,66921800,-0.0015232979413892789
2023-09-26,174.82000732421875,175.1999969482422,171.66000366210938,171.28257751464844,64588900,0.008977376697920647
2023-09-25,174.1999969482422,176.97000122070312,174.14999389648438,175.38633728027344,46172700,0.02395900286632502
2023-09-22,174.6699981689453,177.0800018310547,174.0500030517578,174.10142517089844,56725400,-0.007326181328033976
2023-09-21,174.5500030517578,176.3000030517578,173.86000061035156,173.2447967529297,63047900,-0.004920283777848922
2023-09-20,179.25999450683594,179.6999969482422,175.39999389648438,174.79867553710938,58436200,0.008969266686812638
2023-09-19,177.52000427246094,179.6300048828125,177.1300048828125,178.36456298828125,51826900,0.02039996836483371
2023-09-18,176.47999572753906,179.3800048828125,176.1699981689453,177.26890563964844,67257600,-0.006142797259031774
2023-09-15,176.47999572753906,176.5,173.82000732421875,174.32054138183594,109205100,-0.016632156932281927
2023-09-14,174.0,176.10000610351562,173.5800018310547,175.0476837158203,60895800,0.00417129460601906
2023-09-13,176.50999450683594,177.3000030517578,173.97999572753906,173.52371215820312,84267900,-0.008706036693928887
2023-09-12,179.49000549316406,180.1300048828125,174.82000732421875,175.60548400878906,90370200,0.011997045387595051
2023-09-11,180.07000732421875,180.3000030517578,177.33999633789062,178.65342712402344,58953100,0.017356764980539063
2023-09-08,178.35000610351562,180.24000549316406,177.7899932861328,177.47805786132812,65551300,-0.0065790468261174295
2023-09-07,175.17999267578125,178.2100067138672,173.5399932861328,176.86050415039062,112488800,-0.0034796059770950682
2023-09-06,188.39999389648438,188.85000610351562,181.47000122070312,182.18943786621094,81755800,0.030130716529502388
2023-09-05,188.27999877929688,189.97999572753906,187.61000061035156,188.9526824951172,45280000,0.03712204564719479
2023-09-01,189.49000549316406,189.9199981689453,188.27999877929688,188.713623046875,45732600,-0.0012651815527856547
2023-08-31,187.83999633789062,189.1199951171875,187.47999572753906,187.1298828125,60794500,-0.008392294148163337
2023-08-30,184.94000244140625,187.85000610351562,184.74000549316406,186.9107666015625,60813900,-0.0011709311609896522
2023-08-29,179.6999969482422,184.89999389648438,179.5,183.39466857910156,53003900,-0.01881163983429701
2023-08-28,180.08999633789062,180.58999633789062,178.5500030517578,179.48016357421875,43820700,-0.021344704484658528
2023-08-25,177.3800048828125,179.14999389648438,175.82000732421875,177.90638732910156,51449600,-0.008768524686943446
2023-08-24,180.6699981689453,181.10000610351562,176.00999450683594,175.68516540527344,54945800,-0.012485341067148825
2023-08-23,178.52000427246094,181.5500030517578,178.3300018310547,180.406494140625,52722800,0.02687380419661678
2023-08-22,177.05999755859375,177.67999267578125,176.25,176.53179931640625,42084200,-0.021477579522156565
2023-08-21,175.07000732421875,176.1300048828125,173.74000549316406,175.1472930908203,46311900,-0.00784281489764016
2023-08-18,172.3000030517578,175.10000610351562,171.9600067138672,173.8026123046875,61114200,-0.007677428308501155
2023-08-17,177.13999938964844,177.50999450683594,173.47999572753906,173.31454467773438,66062900,-0.00280817198591643
2023-08-16,177.1300048828125,178.5399932861328,176.5,175.87442016601562,46964900,0.014770113454939171
2023-08-15,178.8800048828125,179.47999572753906,177.0500030517578,176.7509307861328,43622600,0.004983729977843243
2023-08-14,177.97000122070312,179.69000244140625,177.30999755859375,178.75303649902344,43675600,0.011327271115268767
2023-08-11,177.32000732421875,178.6199951171875,176.5500030517578,177.089599609375,51988100,-0.009305782560272924
2023-08-10,179.47999572753906,180.75,177.60000610351562,177.02984619140625,54686900,-0.00033741912625329107
2023-08-09,180.8699951171875,180.92999267578125,177.00999450683594,177.24868774414062,60378500,0.001236184504717741
2023-08-08,179.69000244140625,180.27000427246094,177.5800018310547,178.8501739501953,67823000,0.009035250000645645
2023-08-07,182.1300048828125,183.1300048828125,177.35000610351562,177.90521240234375,97576100,-0.005283537203126798
2023-08-04,185.52000427246094,187.3800048828125,181.9199981689453,181.02859497070312,115799700,0.01755644214232266
2023-08-03,191.57000732421875,192.3699951171875,190.69000244140625,190.1601104736328,61235200,0.05044239284079666
